,sunb_name,contents_origin,ingd_code
12802,청상자(Celosiae Semen),,I008386
12803,현호색·견우자(Corydalis Tuber·Pharbitis Seed),,IC00034
12804,간장(Liver),,I006734
12805,헤모글로빈(Haemoglobin),,I001802
12806,무정형에스신(Aescin),,I007336
12807,이소프로필메틸페놀(Isopropylmethylphenol),,I008725
12808,테르비나핀염산염(Terbinafine Hydrochloride),식사와 관계없이 복용할 수 있어요. ,I005341
12809,테르비나핀염산염(Terbinafine Hydrochloride),{{카페인}} 복용시 주의하세요. 카페인의 배설이 저하되어 부작용이 심해져요.,I005341
12810,테르비나핀염산염(Terbinafine Hydrochloride),미각 또는 후각장애가 나타날 수 있어요. 충분한 영양섭취를 유지하세요.,I005341
12811,테르비나핀염산염(Terbinafine Hydrochloride),음주를 삼가세요. 간독성의 위험성이 높아져요.,I005341
12812,테르비나핀염산염(Terbinafine Hydrochloride),자몽주스 섭취를 피하세요.,I005341
12813,바실루스폴리퍼멘티쿠스엔에스피균(Bacillus Polyfermenticus n.sp.),,I007342
12814,심바스타틴(Simvastatin),식사와 관계없이 복용할 수 있어요. ,I003721
12815,심바스타틴(Simvastatin),음주를 삼가세요. 간독성의 위험성이 커질 수 있어요.,I003721
12816,심바스타틴(Simvastatin),대량의 자몽주스 섭취를 피하세요. 이 약의 대사가 저해되고 부작용이 심해질 수 있어요. ,I003721
12817,과라나(Guarana),,I007006
12818,로얄젤리(Royal Jelly),,I003594
12819,미삼(Fine Root Ginseng),,I008210
12820,락트산(Lactic Acid),,I005097
12821,플루오로우라실(Fluorouracil),,I001554
12822,우베니멕스(Ubenimex),,I005712
12823,포비돈요오드(Povidone Iodine),,I003223
12824,섬수(Toad Venom),,I006611
12825,원장으로 확인 어려운 한방 또는 생약,,I000-11
12826,바실루스서브틸리스균(Bacillus Subtilis),,I007341
12827,베타인(Betaine),,I004529
12828,시타라빈(Cytarabine),,I000741
12829,타우로리딘(Taurolidine),,I005298
12830,디펜히드라민(Diphenhydramine),이 약을 복용하면서 알코올을 섭취하면 졸음이 심해질 수 있어요. 음주를 삼가세요.,I001016
12831,디펜히드라민(Diphenhydramine),이 약을 복용하는 동안 입이 마를 수 있어요. 충분한 물을 자주 섭취하세요.,I001016
12832,디펜히드라민(Diphenhydramine),위장장애가 생기면 음식과 함께 복용하세요.,I001016
12833,크로타미톤(Crotamiton),,I000694
12834,탤크(Talc),,I003399
12835,우스테키누맙(Ustekinumab),,I012489
12836,벨라돈나근(Belladonna Root),,I006088
12837,케토코나졸(Ketoconazole),충분한 음식물과 함께 복용하면 이 약의 흡수율을 높일 수 있어요.,I005080
12838,케토코나졸(Ketoconazole),"위산이 부족한 경우, 콜라와 함께 복용하면 이 약의 흡수에 도움이 될 수 있어요.",I005080
12839,케토코나졸(Ketoconazole),칼슘 또는 마그네슘 보충제 복용시 이 약 복용 최소 1시간 이전 또는 2시간 이후에 복용하세요.,I005080
12840,케토코나졸(Ketoconazole),마그네슘 또는 알루미늄 함유 제산제 복용시 이 약 복용 최소 1시간 이전 또는 2시간 이후에 복용하세요.,I005080
12841,실데나필시트르산염(Sildenafil Citrate),"식사와 관계없이 복용할 수 있어요. 하지만 고지방식이 후 이 약을 복용시, 약물발현속도가 늦어질 수 있어요.",I003708
12842,실데나필시트르산염(Sildenafil Citrate),음주를 피하세요. 음주시 심한 현기증과 두통을 유발할 수 있어요. ,I003708
12843,설파메톡사졸나트륨(Sulfamethoxazole Sodium),,I007794
12844,아미노카프로산(Aminocaproic Acid),,I004190
12845,속단(Dipsaci Radix),,I007643
12846,저실자(Broussonetiae Fructus),,I008350
12847,자오가·우슬·방풍·두충·구척·흑두건조엑스,,IC00040
12848,모근(Imperata Rhizome),,I006306
12849,자실(Catalpa Fruit),,I006138
12850,접골목(Sambuci Lignum),,I008355
12851,토복령(Smilacis Rhizoma),,I003648
12852,D-α-토코페롤(D-α-Tocopherol),,I000754
12853,레보노르게스트렐(Levonorgestrel),,I001859
12854,에티닐에스트라디올(Ethinylestradiol),식사와 관계없이 매일 일정한 시간에 복용하세요.,I001320
12855,에티닐에스트라디올(Ethinylestradiol),경구피임제는 체내 엽산을 감소시킬 수 있어요. 엽산 보충제 복용이 도움을 줄 수 있어요.,I001320
12856,케노데옥시콜산-우르소데옥시콜산삼수화물마그네슘염(Mg Trihydrate Salt of Chenodeoxycholic Acid & Ursodeoxycholic Acid),,IC00019
12857,D-α-토코페롤아세테이트(D-α-Tocopherol Acetate),,I012950
12858,네오스티그민메틸황산염(Neostigmine Methylsulfate),,I002504
12859,L-아스파르트산칼륨(Potassium L-Aspartate),,I007707
12860,디아스타제·프로테아제N1(Diastase·protease N1),,I007304
12861,알긴산(Alginic Acid),,I004087
12862,카르복시메틸셀룰로오스나트륨(Carboxymethylcellulose Sodium),,I000351
12863,시말드레이트(Simaldrate),,I004108
12864,탈지우유(Nonfat Milk),,I008772
12865,D-소르비톨(D-Sorbitol),,I003875
12866,알긴산나트륨(Sodium Alginate),,I003744
12867,글루콘산칼슘수화물(Calcium Gluconate Hydrate),,I000246
12868,아스파르트산마그네슘수화물(Magnesium Aspartate Hydrate),,I001972
12869,데스로라타딘(Desloratadine),식사와 관계없이 복용할 수 있어요.,I000817
12870,데스로라타딘(Desloratadine),이 약을 복용하면서 알코올을 섭취하면 졸음이 심해질 수 있어요. 음주를 삼가세요.,I000817
12871,데스로라타딘(Desloratadine),이 약을 복용하는 동안 입이 마를 수 있어요. 충분한 물을 자주 섭취하세요.,I000817
12872,디시클로민염산염(Dicyclomine Hydrochloride),식후 또는 식간에 복용하세요.,I000906
12873,파파베린염산염(Papaverine Hydrochloride),,I002815
12874,발사르탄(Valsartan),,I005754
12875,바실루스클라우지(Bacillus clausii),,I012792
12876,폴리스티렌설폰산칼슘(Calcium Polystyrene Sulfonate),,I000262
12877,나프록센(Naproxen),"위장장애가 있을 시, 식사와 함께 복용할 수 있어요.",I002472
12878,나프록센(Naproxen),음주를 삼가세요. 위장관 출혈과 간손상의 위험성이 커질 수 있어요.,I002472
12879,나프록센(Naproxen),"{{카페인}} 복용시 주의하세요. 위산역류, 위장관 출혈의 위험성이 커질 수 있어요.",I002472
12880,나프록센(Naproxen),"마늘, 생강, 인삼, 은행엽은 피를 묽게 하여 출혈의 위험성을 높일 수 있으니 과량 섭취에 주의하세요.",I002472
12881,나프록센(Naproxen),"매일 세 잔이상의 술이나 알코올 음료를 마시는 사람은 위출혈이 생길 수 있으니 복용 전 의사, 약사와 상의하세요. ",I002472
12882,오소판물질(Ossopan substance),,I009503
12883,오플록사신(Ofloxacin),,I002665
12884,벤지다민염산염(Benzydamine Hydrochloride),,I005942
12885,라우로마크로골(Lauromacrogol),,I001956
12886,L-아스파르트산-L-오르니틴(L-Ornithine-L-Aspartate),,I007326
12887,라니티딘염산염(Ranitidine Hydrochloride),식사와 관계없이 복용할 수 있어요. ,I003478
12888,라니티딘염산염(Ranitidine Hydrochloride),충분한 물과 함께 복용하세요.,I003478
12889,라니티딘염산염(Ranitidine Hydrochloride),마그네슘 또는 철분 함유 보충제 복용시 이 약과 최소 2시간의 시간 간격을 두고 복용하세요.,I003478
12890,라니티딘염산염(Ranitidine Hydrochloride),마그네슘 또는 알루미늄 함유 제산제 복용시 이 약과 최소 2시간의 시간 간격을 두고 복용하세요.,I003478
12891,라니티딘염산염(Ranitidine Hydrochloride),"음주를 삼가세요. 알코올은 위궤양, 가슴쓰림, 위산역류 등을 유발할 수 있어요.",I003478
12892,라니티딘염산염(Ranitidine Hydrochloride),{{카페인}} 복용시 주의하세요. 카페인은 하부식도괄약근을 느슨하게 하여 위산역류 등을 유발할 수 있어요.,I003478
12893,라니티딘염산염(Ranitidine Hydrochloride),"마늘, 양파 등 자극성이 강한 식품은 위장장애를 유발하여 이 약의 효과를 상쇄시킬 수 있으니 섭취에 주의하세요.",I003478
12894,라니티딘염산염(Ranitidine Hydrochloride),이 약은 비타민 B의 고갈을 일으킬 수 있어요. 보충제의 복용이 도움을 줄 수 있어요.,I003478
12895,바레니클린살리실산염(Varenicline Salicylate),,I012833
12896,리마프로스트알파덱스(Limaprost Alfadex),,I009919
12897,클로피도그렐황산수소염(Clopidogrel Bisulfate),정제 : 식사와 관계없이 복용할 수 있어요.,I000566
12898,클로피도그렐황산수소염(Clopidogrel Bisulfate),"마늘, 생강, 인삼, 은행엽은 피를 묽게 하여 출혈의 위험성을 높일 수 있으니 과량 섭취에 주의하세요.",I000566
12899,클로피도그렐황산수소염(Clopidogrel Bisulfate),"과도한 비타민 A와 비타민 E의 병용시 피를 너무 묽게 할 수 있어요. 비타민 E는 하루 400IU 이하, 비타민 A는 하루 10000IU이하로 섭취하시길 권해요.",I000566
12900,클로피도그렐황산수소염(Clopidogrel Bisulfate),녹차는 혈전 생성을 억제하고 동맥경화를 예방하는 작용을 합니다. 따라서 항응고제 복용시 녹차를 꾸준히 복용하려면 항응고제의 용량을 낮추어야 해요.,I000566
12901,유리나스타틴(Ulinastatin),,I005715
12902,이소트레티노인(Isotretinoin),고지방음식이나 우유와 함께 복용하시면 흡수가 더 잘 됩니다.  다량의 물과 함께 복용하면 위장장애를 줄일 수 있어요.,I005045
12903,이소트레티노인(Isotretinoin),비타민 A 보충제 복용에 주의하세요. 이 약의 부작용이 심해질 수 있어요.,I005045
12904,이소트레티노인(Isotretinoin),음주를 삼가세요.,I005045
12905,파마브롬(Pamabrom),,I002798
12906,센텔라(Centella),,I000454
12907,라록시펜염산염(Raloxifene Hydrochloride),식사와 관계없이 복용할 수 있어요. ,I003468
12908,라록시펜염산염(Raloxifene Hydrochloride),식사 또는 보충제를 통한 충분한 칼슘 및 비타민 D의 섭취가 권장되요.,I003468
12909,라록시펜염산염(Raloxifene Hydrochloride),음주를 삼가세요.,I003468
12910,아젤라산(Azelaic Acid),,I004394
12911,로바지근(Lovage Root),,I001926
12912,로즈마리엽(Rosemary Leaf),,I003583
12913,센토리(Centaury),,I000453
12914,영실(Rose Fruit),,I003581
12915,산소(Oxygen),,I002773
12916,과테크네튬산나트륨(99mTc)(Sodium Pertechnetate(99mTc)),,I009920
12917,메타규산알루민산마그네슘(Magnesium Aluminometasilicate),,I012327
12918,회향유(Fennel Oil),,I001434
12919,히드록시우레아(Hydroxyurea),,I004825
12920,우라실(Uracil),,I007426
12921,테가푸르(Tegafur),,I005309
12922,우레아(14C)(Urea(14C)),,I009632
12923,스트렙토코쿠스페칼리스균(Streptococcus Faecalis),,I007365
12924,우레아(13C)(Urea(13C)),,I006621
12925,오림산,,IB00193
12926,판토텐산나트륨(Sodium Pantothenate),,I007564
12927,갈근탕,,IB00013
12928,소맥(Wheat),,I006912
12929,반하후박탕,,IB00087
12930,세파드록실수화물(Cefadroxil Hydrate),,I000384
12931,개자(Mustard Seed),,I006402
12932,쌍화탕,,IB00170
12933,아시클로버(Acyclovir),신장(콩팥) 보호를 위해 충분한 물과 함께 복용하세요.,I003999
12934,인동(Lonicera Leaf and Stem),,I008334
12935,육미지황탕,,IB00217
12936,마인(Cannabis Semen),,I008194
12937,황금탕,,IB00315
12938,오르리스타트(Orlistat),"이 약은 지방을 함유하는 식사와 함께 또는 식사 후 1시간 이내에 복용하고, 식사를 거르거나 지방을 함유하지 않은 식사를 할 시에는 이 약도 복용하지 않아요. ",I002704
12939,오르리스타트(Orlistat),식단 조절에 유의하세요. 고지방식이(섭취하는 총 열량의 30% 이상이 지방열량) 시 이 약의 부작용이 심해질 수 있어요. ,I002704
12940,오르리스타트(Orlistat),"지용성 비타민(비타민 A, D, E, K, 베타케로틴)의 결핍이 나타날 수 있지만 이를 함유한 보충제(종합비타민제 등)를 병용하면 도움이 될 수 있어요. 이 때 보충제는 이 약 복용 2시간 이전 또는 2시간 이후, 또는 취침전에 복용할 수 있어요.",I002704
12941,제미글립틴타르타르산염(Gemigliptin Tartrate),,I012612
12942,황정(Polygonatum Rhizome),,I006477
12943,클린다마이신포스페이트(Clindamycin Phosphate),식사와 함께 또는 충분한 물과 함께 복용하면 식도자극을 피할 수 있어요.,I000529
12944,피라세탐(Piracetam),음주를 삼가세요. 음주시 이 약의 약효가 감소하거나 이 약의 부작용인 느린 맥박과 졸음이 심해질 수 있어요.,I003080
12945,생제,,I0000-7
12946,세쿠키누맙(Secukinumab),,I012648
12947,아스피린(Aspirin),"위장장애가 있을 시, 식사와 함께 복용할 수 있어요.",I005933
12948,아스피린(Aspirin),음주를 삼가세요. 위장관 출혈의 위험성이 커질 수 있어요.,I005933
12949,아스피린(Aspirin),"{{카페인}} 복용시 주의하세요. 위산역류, 위장관 출혈의 위험성이 커질 수 있어요.",I005933
12950,아스피린(Aspirin),"마늘, 생강, 인삼, 은행엽은 피를 묽게 하여 출혈의 위험성을 높일 수 있으니 과량 섭취에 주의하세요.",I005933
12951,아스피린(Aspirin),철분제를 복용시 위장자극이 심해져 위장관 출혈의 위험성이 커질 수 있으니 주의하세요. ,I005933
12952,아스피린(Aspirin),"기타 혈전 방지 효과가 있는 물질(쏘팔메토, 비타민 E, 비타민 A, 녹차, 말차, 두유)은 출혈의 위험성을 높일 수 있으니 과량 섭취에 주의하세요. 비타민 E는 하루 400IU 이하, 비타민 A는 하루 10000IU 이하의 섭취량이 적당할 수 있어요. ",I005933
12953,아스피린(Aspirin),"매일 세 잔이상의 술이나 알코올 음료를 마시는 사람은 위출혈이 생길 수 있으니 복용 전 의사, 약사와 상의하세요. ",I005933
12954,데이지(Daisy),,I009580
12955,밀레폴리꽃(Yarrow),,I003998
12956,아르니카화(Arnica Flower),,I004333
12957,아코니툼나펠루스(Aconitum Napellus),,I012306
12958,에키나시아(Echinacea),,I001144
12959,카렌둘라화(Calendula Flower),,I000274
12960,카모밀레(Chamomile),,I004561
12961,컴프리(Comfrey),,I000638
12962,황화칼륨(Sulfurated Potash),,I005228
12963,미확인(원장으로내용확인어려운경우),,I0000-8
12964,글리코피롤레이트(Glycopyrrolate),,I001749
12965,베클로메타손디프로피오네이트(Beclomethasone Dipropionate),,I004444
12966,포르모테롤푸마르산염수화물(Formoterol Fumarate Hydrate),,I001604
12967,메틸메티오닌설포늄염화물(Methylmethioninesulfonium Chloride),,I002199
12968,테녹시캄(Tenoxicam),,I005336
12969,데페라시록스(Deferasirox),,I010140
12970,덱시부프로펜(Dexibuprofen),"위장장애가 있을 시, 식사와 함께 복용할 수 있어요.",I000841
12971,덱시부프로펜(Dexibuprofen),"음주를 삼가세요. 위장관 출혈과 간손상의 위험성이 커질 수 있어요. 매일 세 잔 이상의 술이나 알코올 음료를 마시는 사람은 복용 전 의사, 약사와 상의하세요. 
",I000841
12972,덱시부프로펜(Dexibuprofen),"{{카페인}} 복용 시 주의하세요. 위산역류, 위장관 출혈의 위험성이 커질 수 있어요.
",I000841
12973,덱시부프로펜(Dexibuprofen),"마늘, 생강은 피를 묽게 하여 출혈의 위험성을 높일 수 있으니 과량 섭취에 주의하세요.
",I000841
12974,유로폴리트로핀(Urofollitropin),,I005730
12975,베르베린염화물수화물(Berberine Chloride Hydrate),,I006091
12976,리신(Lysine),,I001948
12977,상어간유(Shark Liver Oil),,I006767
12978,글루콘산아연(Zinc Gluconate),,I005884
12979,구아야콜설폰산칼륨(Potassium Guaiacolsulfonate),,I005220
12980,남천실(Nandinae Fructus),,I006958
12981,은교산,,IB00220
12982,루론딘(Rulondin),,I009906
12983,반비(Agikistrodon Halys Blomhoffii BOIE),,I006922
12984,아크리놀수화물(Acrinol Hydrate),,I001313
12985,나드로파린칼슘(Nadroparin Calcium),,I002436
12986,모사프리드시트르산염이수화물(Mosapride Citrate Dihydrate),식사와 관계없이 복용할 수 있어요. ,I002400
12987,프레가발린(Pregabalin),음주를 삼가세요. 음주시 이 약의 약효가 감소하거나 이 약의 부작용인 느린 맥박과 졸음이 심해질 수 있어요.,I003263
12988,록사티딘아세테이트염산염(Roxatidine Acetate Hydrochloride),,I003592
12989,실로스타졸(Cilostazol),식사를 피해 공복시 복용하는 게 좋아요.,I004694
12990,실로스타졸(Cilostazol),고지방식(지방이 많은 식단)에서 이 약의 흡수가 증가되므로 고지방식을 섭취하는 경우 주의하세요.,I004694
12991,실로스타졸(Cilostazol),"이 약을 복용하는 동안 자몽, 자몽쥬스를 피하세요.",I004694
12992,서양칠엽수(Hippocastani),,I004042
12993,프로카인염산염(Procaine Hydrochloride),,I006495
12994,메트포르민염산염(Metformin Hydrochloride),식사와 함께 복용하세요. 이 약을 빈 속에 복용시 위장장애가 심해질 수 있어요.,I002178
12995,메트포르민염산염(Metformin Hydrochloride),"감자, 흰 빵과 같은 고탄수화물 식품은 혈당수준을 상승시켜 이 약의 필요 용량을 증가시킬 수 있어요. ",I002178
12996,메트포르민염산염(Metformin Hydrochloride),알로에 주스는 혈당을 강하시키는 작용이 뛰어나기 때문에 이 약과 병용시 저혈당증의 위험성이 있어요.,I002178
12997,메트포르민염산염(Metformin Hydrochloride),음주를 삼가세요. 알코올은 혈당을 낮추는 작용이 있어 음주시 저혈당증의 위험성이 있어요. ,I002178
12998,메트포르민염산염(Metformin Hydrochloride),"녹차, 아스파라거스 추출물, 민들레 등과 같은 천연 이뇨제는 이 약의 작용을 방해하여 혈당을 상승시킬 수 있으니 주의하세요.",I002178
12999,메트포르민염산염(Metformin Hydrochloride),식이섬유 섭취시 이 약과 2시간 이상의 시간 간격을 두면 좋아요.,I002178
13000,메트포르민염산염(Metformin Hydrochloride),비타민 B 12 보충이 도움이 될 수 있어요.,I002178
13001,타다라필(Tadalafil),,I005270
13002,가바펜틴(Gabapentin),식사와 관계없이 복용할 수 있어요. ,I001646
13003,가바펜틴(Gabapentin),마그네슘 또는 알루미늄 함유 제산제 또는 마그네슘 보충제 복용시 이 약과 최소 2시간의 시간 간격을 두고 복용하세요.,I001646
13004,가바펜틴(Gabapentin),"음주를 삼가세요. 음주시 이 약의 약효가 감소하거나, 이 약의 부작용(느린 맥박, 졸음)이 심해질 수 있어요.",I001646
13005,글리메피리드(Glimepiride),첫 식사 직전(또는 첫 식사와 함께) 복용하세요. 이 약을 복용 후 식사를 거르지 않아요.,I001710
13006,글리메피리드(Glimepiride),"감자, 흰 빵과 같은 고탄수화물 식품은 혈당수준을 상승시켜 이 약의 필요 용량을 증가시킬 수 있어요. ",I001710
13007,글리메피리드(Glimepiride),알로에 주스는 혈당을 강하시키는 작용이 뛰어나기 때문에 이 약과 병용시 저혈당증의 위험성이 있어요.,I001710
13008,글리메피리드(Glimepiride),음주를 삼가세요. 알코올은 혈당을 낮추는 작용이 있어 음주시 저혈당증의 위험성이 있어요. ,I001710
13009,글리메피리드(Glimepiride),"녹차, 아스파라거스 추출물, 민들레 등과 같은 천연 이뇨제는 이 약의 작용을 방해하여 혈당을 상승시킬 수 있으니 주의하세요.",I001710
13010,글리메피리드(Glimepiride),식이섬유 섭취시 이 약과 2시간 이상의 시간 간격을 두면 좋아요.,I001710
13011,시타글립틴염산염수화물(Sitagliptin Hydrochloride Hydrate),,I012865
13012,다파글리플로진시트르산(Dapagliflozin Citric Acid),,I012905
13013,메토클로프라미드염산염수화물(Metoclopramide Hydrochloride Hydrate),공복(식사 30분 이전 또는 자기전)에 복용하세요.,I002275
13014,메토클로프라미드염산염수화물(Metoclopramide Hydrochloride Hydrate),음주를 삼가세요. 어지러움증과 같은 진정작용이 심해질 수 있어요.,I002275
13015,인다파미드(Indapamide),{{칼륨이 풍부한 식단}} 또는 칼륨보충제를 복용시 저칼륨혈증에 도움을 줄 수 있어요.,I004905
13016,인다파미드(Indapamide),"녹차, 아스파라거스 추출물, 민들레차와 같은 천연 이뇨제는 이 약과 같은 작용을 하므로 섭취에 주의하세요.",I004905
13017,인다파미드(Indapamide),음주를 삼가세요. 이 약의 부작용인 기립성 저혈압이 심해질 수 있어요.,I004905
13018,인다파미드(Indapamide),이 약은 혈중 칼슘 농도를 증가시킬 수 있어요. 칼슘보충제를 복용하기 전에 의사 또는 약사와 상의하세요.,I004905
13019,트리메부틴말레산염(Trimebutine Maleate),식전 30분에 복용하세요. 서방형은 공복(식사 1시간 이전 또는 식사 2시간 이후)에 복용할 수 있어요.,I005639
13020,에바스틴(Ebastine),,I001138
13021,갈란타민브롬화수소산염(Galantamine Hydrobromide),식사 직후에 복용하면 위장장애를 줄일 수 있어요.,I001657
13022,갈란타민브롬화수소산염(Galantamine Hydrobromide),이 약을 복용하는 동안 충분한 수분섭취를 유지하세요. 이 약의 부작용(구역ᆞ구토) 완화에 도움을 줄 수 있어요.,I001657
13023,미라베그론(Mirabegron),,I012427
13024,타펜타돌염산염(Tapentadol Hydrochloride),식사와 관계없이 복용할 수 있어요. ,I012570
13025,타펜타돌염산염(Tapentadol Hydrochloride),음주를 삼가세요. 음주시 위험한 수준의 호흡억제효과가 있을수 있어요.,I012570
13026,사포그릴레이트염산염(Sarpogrelate Hydrochloride),,I003646
13027,부프로피온염산염(Bupropion Hydrochloride),위장장애를 줄이기 위해 식후 또는 음식과 함께 드실 수 있어요.,I000166
13028,부프로피온염산염(Bupropion Hydrochloride),음주를 최대한 줄이거나 피하세요.,I000166
13029,탐스로신염산염(Tamsulosin Hydrochloride),,I005282
13030,테네리글립틴염산염수화물(Teneligliptin Hydrochloride Hydrate),,I012896
13031,다파글리플로진비스L-프롤린(Dapagliflozin Bis L-proline),,I012887
13032,벤라팍신염산염(Venlafaxine Hydrochloride),식사와 함께 매일 일정한 시간에 복용하세요. 식사와 함께 복용하면 위장장애를 줄일 수 있어요.,I005778
13033,벤라팍신염산염(Venlafaxine Hydrochloride),음주를 삼가세요.,I005778
13034,벤라팍신염산염(Venlafaxine Hydrochloride),이 약을 복용하는 동안 입이 마를 수 있어요. 충분한 물을 자주 섭취하세요.,I005778
13035,파록세틴염산염수화물(Paroxetine Hydrochloride Hydrate),식사와 관계없이 복용할 수 있어요. 식사와 함께 복용하면 위장장애를 줄일 수 있어요.,I002841
13036,파록세틴염산염수화물(Paroxetine Hydrochloride Hydrate),음주를 삼가세요. 진정작용이 심해질 수 있어요.,I002841
13037,파록세틴염산염수화물(Paroxetine Hydrochloride Hydrate),"{{카페인}} 복용시 주의하세요. 이 약의 부작용(신경과민, 떨림, 불면 등)이 심해질 수 있어요.",I002841
13038,파록세틴염산염수화물(Paroxetine Hydrochloride Hydrate),"트립토판 보충제의 복용을 피하세요. 세로토닌 증후군(빈맥, 떨림, 고혈압, 근육강직 등)의 위험성이 높아져요.",I002841
13039,파록세틴염산염수화물(Paroxetine Hydrochloride Hydrate),과식에 주의하세요.,I002841
13040,데스벤라팍신벤조산염(Desvenlafaxine Benzoate),,I012883
13041,디발프로엑스나트륨(Divalproex Sodium),음주를 삼가세요. 진정작용이 심해질 수 있어요.,I005750
13042,디발프로엑스나트륨(Divalproex Sodium),식사와 관계없이 복용할 수 있어요. 식사와 함께 복용하면 위장장애를 줄일 수 있어요.,I005750
13043,디발프로엑스나트륨(Divalproex Sodium),"음주를 삼가세요. 음주시 이 약의 부작용(어지러움증, 가라앉는 증상)이 심해질 수 있어요.",I005750
13044,데스벤라팍신(Desvenlafaxine),,I012882
13045,독사조신메실산염(Doxazosin Mesilate),,I001103
13046,니카르디핀염산염(Nicardipine Hydrochloride),,I002526
13047,로베글리타존황산염(Lobeglitazone Sulfate),,I012419
13048,글리클라지드(Gliclazide),,I001708
13049,펠로디핀(Felodipine),고지방/고탄수화물 식사는 이 약의 혈중농도를 60% 정도 높일 수 있습니다. 공복 또는 가벼운 저지방식사 후에 복용하세요.,I001414
13050,펠로디핀(Felodipine),음주를 피하세요.,I001414
13051,펠로디핀(Felodipine),자몽주스 섭취를 피하세요.,I001414
13052,펠로디핀(Felodipine),서방제제 : 레드와인과 섭취 시 약물이 과량방출될 수 있으므로 주의하세요.,I001414
13053,디피리다몰(Dipyridamole),"빠른 흡수를 위해서는 공복(식전 1시간 또는 식후 2시간)에 복용하는 게 좋지만, 위장장애를 줄이기 위해 식사나 음식과 함께 복용해도 됩니다.",I001043
13054,디피리다몰(Dipyridamole),음주를 피하세요.,I001043
13055,디피리다몰(Dipyridamole),다량의 {{카페인}} 섭취는 약효를 감소시킬 수 있으므로 병용을 피하세요.,I001043
13056,딜티아젬염산염(Diltiazem Hydrochloride),,I000971
13057,라놀라진(Ranolazine),,I012881
13058,프라미펙솔염산염(Pramipexole Hydrochloride),식사와 함께 복용하면 위장장애를 줄일 수 있어요.,I003232
13059,프라미펙솔염산염(Pramipexole Hydrochloride),"음주를 삼가세요. 음주시 이 약의 부작용(졸음, 어지러움증 등)이 심해질 수 있어요.",I003232
13060,리토드린염산염(Ritodrine Hydrochloride),,I003556
13061,옥시부티닌염산염(Oxybutynin Chloride),식사와 관계없이 복용할 수 있어요.,I002766
13062,옥시부티닌염산염(Oxybutynin Chloride),음주는 졸음을 유발하고 소변을 많이 보게 하므로 이 약의 부작용을 악화시키는 동시에 효능을 약화시킬 수 있어요.,I002766
13063,옥시부티닌염산염(Oxybutynin Chloride),"마늘과 멜라토닌은 이 약의 대사를 저해하므로, 이 약의 혈중농도를 증가시켜 부작용을 악화시킬 수 있어요.",I002766
13064,옥시부티닌염산염(Oxybutynin Chloride),"녹차, 아스파라거스 추출물, 민들레 등과 같은 천연 이뇨제는 화장실을 자주 드나들게 만들어 이 약의 치료효과를 방해할 수 있으니 주의하세요.",I002766
13065,바실루스서브틸리스균ㆍ스트렙토코쿠스페슘균배양물(Bacillus SubtilisㆍStreptococcus Faecium Culture),,IC00020
13066,에메다스틴푸마르산염(Emedastine Difumarate),,I001177
13067,레보설피리드(Levosulpiride),,I001865
13068,플루바스타틴나트륨(Fluvastatin Sodium),식사와 관계없이 복용할 수 있어요. ,I001585
13069,플루바스타틴나트륨(Fluvastatin Sodium),음주를 삼가세요. 간독성의 위험성이 커질 수 있어요.,I001585
13070,레바미피드(Rebamipide),,I003489
13071,플루오시놀론아세토니드(Fluocinolone Acetonide),,I001539
13072,톨터로딘타르타르산염(Tolterodine Tartrate),식사와 관계없이 복용할 수 있어요.,I005551
13073,톨터로딘타르타르산염(Tolterodine Tartrate),음주는 졸음을 유발하고 소변을 많이 보게 하므로 이 약의 부작용을 악화시키는 동시에 효능을 약화시킬 수 있어요.,I005551
13074,톨터로딘타르타르산염(Tolterodine Tartrate),"마늘과 멜라토닌은 이 약의 대사를 저해하므로, 이 약의 혈중농도를 증가시켜 부작용을 악화시킬 수 있어요.",I005551
13075,톨터로딘타르타르산염(Tolterodine Tartrate),"녹차, 아스파라거스 추출물, 민들레 등과 같은 천연 이뇨제는 화장실을 자주 드나들게 만들어 이 약의 치료효과를 방해할 수 있으니 주의하세요.",I005551
13076,메토프롤롤숙신산염(Metoprolol Succinate),식사와 함께 복용하면 이 약의 흡수율이 높아질 수 있어요.,I002282
13077,메토프롤롤숙신산염(Metoprolol Succinate),이 약을 복용하는 동안 입이 마를 수 있어요. 충분한 물을 자주 섭취하세요.,I002282
13078,메토프롤롤숙신산염(Metoprolol Succinate),음주를 삼가세요. 음주시 이 약의 혈중농도가 상승할 수 있어요.,I002282
13079,로피니롤염산염(Ropinirole Hydrochloride),식사와 관계없이 복용할 수 있어요. ,I003576
13080,트리플루리딘(Trifluridine),,I005633
13081,티피라실염산염(Tipiracil Hydrochloride),,I012861
13082,세마글루티드(Semaglutide),,I012977
13083,프로파페논염산염(Propafenone Hydrochloride),,I003315
13084,유파다시티닙반수화물(Upadacitinib Hemihydrate),,I012889
13085,아셀렌산(Selenious Acid),,I003671
13086,메틸페니데이트염산염(Methylphenidate Hydrochloride),식사와 관계없이 복용할 수 있어요.,I002247
13087,메틸페니데이트염산염(Methylphenidate Hydrochloride),음주를 삼가세요. 알코올은 이 약의 중추신경계에 대한 이상반응을 악화시킬 수 있어요.,I002247
