dcode,dname,extracted,ingd_code,merged_contents,권장,주의,권장영양소,권장식재료,주의영양소,주의식재료
2.02E+12,본이반정150mg,본이반정,I003795,칼슘/비타민 D ,"칼슘,비타민D ",,"칼슘,비타민D",,,
2.01E+12,본제닉정150mg,본제닉정,I003795,칼슘/비타민 D ,"칼슘,비타민D ",,"칼슘,비타민D",,,
2.02E+12,본큐어주,본큐어주,I003795,칼슘/비타민 D ,"칼슘,비타민D ",,"칼슘,비타민D",,,
2.02E+12,본탄탄정,본탄탄정,I004075,칼슘/비타민 D ,"칼슘,비타민D ",,"칼슘,비타민D",,,
2.01E+12,본토넬정150mg,본토넬정,I003551,칼슘/비타민 D ,"칼슘,비타민D ",,"칼슘,비타민D",,,
2.01E+12,본필드주,본필드주,I003795,칼슘/비타민 D ,"칼슘,비타민D ",,"칼슘,비타민D",,,
2.01E+12,본필플러스디정,본필플러스디정,I004075,칼슘/비타민 D ,"칼슘,비타민D ",,"칼슘,비타민D",,,
2.02E+12,본헬프주,본헬프주,I003795,칼슘/비타민 D ,"칼슘,비타민D ",,"칼슘,비타민D",,,
2.02E+12,비나폴로100정,비나폴로,I005713,지방 ,지방 ,,지방,,,
2.02E+12,비노스토발포정,비노스토발포정,I004075,칼슘/비타민 D ,"칼슘,비타민D ",,"칼슘,비타민D",,,
2.02E+12,비맥스비비정,비맥스비비정,I005713,지방 ,지방 ,,지방,,,
2.01E+12,비모보정500/20mg,비모보정,I002472,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
2.01E+12,비모보정500/20mg,비모보정,I001284,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B  칼슘 ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
2.01E+12,비바드론정,비바드론정,I003795,칼슘/비타민 D ,"칼슘,비타민D ",,"칼슘,비타민D",,,
2.02E+12,비보존라베프라졸정10mg,비보존라베프라졸정,I003460,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B  칼슘 ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
2.02E+12,비보존이트라코나졸정,비보존이트라코나졸정,I005051,자몽주스 주의,,자몽 ,,,,자몽
2.02E+12,비사린정,비사린정,I001081,섬유질 ,섬유질 ,,섬유질,,,
2.02E+12,비사코에스연질캡슐,비사코에스연질캡슐,I001081,섬유질 ,섬유질 ,,섬유질,,,
2.02E+12,비사콜장용정,비사콜장용정,I001081,섬유질 ,섬유질 ,,섬유질,,,
2.02E+12,비사큐정,비사큐정,I001081,섬유질 ,섬유질 ,,섬유질,,,
2.01E+12,비씨록소프로펜나트륨수화물정,비씨록소프로펜나트륨수화물정,I001934,"카페인 주의 마늘, 생강은 과량 섭취에 주의",,"카페인,마늘, 생강",,,카페인,"마늘, 생강"
2.02E+12,비씨탄산수소나트륨8.4%주사(수출용),비씨탄산수소나트륨,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
2.02E+12,비씨판토프라졸나트륨세스키히드레이트주(수출용),비씨판토프라졸나트륨세스키히드레이트주,I002811,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B  칼슘 ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
2.02E+12,비알테르빈크림,비알테르빈크림,I005341,카페인 주의 자몽주스 주의,,"카페인,자몽 ",,,카페인,자몽
2.02E+12,비엔티정,비엔티정,I001081,섬유질 ,섬유질 ,,섬유질,,,
2.02E+12,비엘라베정10mg,비엘라베정,I003460,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B  칼슘 ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
2.02E+12,비오라정,비오라정,I001081,섬유질 ,섬유질 ,,섬유질,,,
2.02E+12,비우다장용연질캡슐,비우다장용연질캡슐,I001081,섬유질 ,섬유질 ,,섬유질,,,
2.02E+12,비카베라포도당1.5%칼슘1.75mmol/L복막투석액(2000mL),비카베라포도당,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
2.01E+12,비코그린에스정,비코그린에스정,I001081,섬유질 ,섬유질 ,,섬유질,,,
2.02E+12,비큐락스정,비큐락스정,I001081,섬유질 ,섬유질 ,,섬유질,,,
2.02E+12,비큐원스연질캡슐,비큐원스연질캡슐,I001081,섬유질 ,섬유질 ,,섬유질,,,
2.01E+12,비타데이정,비타데이정,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
2.01E+12,비타센정,비타센정,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
2.01E+12,비타웰정,비타웰정,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
2.01E+12,비타젠큐정,비타젠큐정,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
2.01E+12,비타큐파워정,비타큐파워정,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
2.01E+12,비타하나데이정,비타하나데이정,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
2.01E+12,비티오나부메톤정(수출용),비티오나부메톤정,I002431,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
2.01E+12,비티오디클로페낙나트륨정50mg(수출용),비티오디클로페낙나트륨정,I005981,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
2.02E+12,비티코나졸정,비티코나졸정,I005051,자몽주스 주의,,자몽 ,,,,자몽
2.02E+12,빈비정,빈비정,I001081,섬유질 ,섬유질 ,,섬유질,,,
2.01E+12,빠리바정10mg,빠리바정,I003460,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B  칼슘 ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
2.02E+12,사라펜쿨카타플라스마,사라펜쿨카타플라스마,I005981,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
2.02E+12,삼성라베프라졸정10mg,삼성라베프라졸정,I003460,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B  칼슘 ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
2.01E+12,삼성록소프로펜나트륨정,삼성록소프로펜나트륨정,I001934,"카페인 주의 마늘, 생강은 과량 섭취에 주의",,"카페인,마늘, 생강",,,카페인,"마늘, 생강"
2.02E+12,삼성리나글립틴듀오정2.5/1000mg,삼성리나글립틴듀오정,I002178,"고탄수화물 식품 섭취 주의 녹차, 아스파라거스 추출물, 민들레 등 천연 이뇨제 주의 비타민 B ",비타민B ,"탄수화물, 아스파라거스, 천연 이뇨제 ",비타민B,,탄수화물,"아스파라거스, 토마토, 수박, 오이, 비트, 당근, 포도, 양상추, 가지, 셀러리, 오트밀, 파슬리"
2.02E+12,삼성이반드론산주,삼성이반드론산주,I003795,칼슘/비타민 D ,"칼슘,비타민D ",,"칼슘,비타민D",,,
2.02E+12,삼성이트라코나졸정,삼성이트라코나졸정,I005051,자몽주스 주의,,자몽 ,,,,자몽
2.01E+12,상아테르비나핀겔,상아테르비나핀겔,I005340,카페인 주의 자몽주스 주의,,"카페인,자몽 ",,,카페인,자몽
2.02E+12,생유플러스정,생유플러스정,I001081,섬유질 ,섬유질 ,,섬유질,,,
2.02E+12,서울테르비나핀염산염정,서울테르비나핀염산염정,I005341,카페인 주의 자몽주스 주의,,"카페인,자몽 ",,,카페인,자몽
2.01E+12,선탭정(수출용),선탭정,I002431,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
2.02E+12,세나쿨시럽,세나쿨시럽,I002817,비타민 C 주의,,비타민C ,,,비타민C,
2.02E+12,세로페낙주,세로페낙주,I005981,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
2.02E+12,센스락유연질캡슐,센스락유연질캡슐,I001081,섬유질 ,섬유질 ,,섬유질,,,
2.02E+12,센코딜에스정,센코딜에스정,I001081,섬유질 ,섬유질 ,,섬유질,,,
2.02E+12,센코딜에프정,센코딜에프정,I001081,섬유질 ,섬유질 ,,섬유질,,,
2.02E+12,센토스크림(15g),센토스크림,I005341,카페인 주의 자몽주스 주의,,"카페인,자몽 ",,,카페인,자몽
2.02E+12,센티렉스실버어드밴스정,센티렉스실버어드밴스정,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
2.02E+12,센티렉스어드밴스정,센티렉스어드밴스정,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
2.02E+12,센펜연질캡슐,센펜연질캡슐,I002472,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
2.02E+12,셀나핀정,셀나핀정,I005341,카페인 주의 자몽주스 주의,,"카페인,자몽 ",,,카페인,자몽
2.02E+12,셀라베정10mg,셀라베정,I003460,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B  칼슘 ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
2.02E+12,셀로펜정60mg,셀로펜정,I001934,"카페인 주의 마늘, 생강은 과량 섭취에 주의",,"카페인,마늘, 생강",,,카페인,"마늘, 생강"
2.01E+12,셀비나정,셀비나정,I005341,카페인 주의 자몽주스 주의,,"카페인,자몽 ",,,카페인,자몽
2.02E+12,셀비다정,셀비다정,I005713,지방 ,지방 ,,지방,,,
2.01E+12,셀코나졸정100mg,셀코나졸정,I005051,자몽주스 주의,,자몽 ,,,,자몽
2.02E+12,셀테나핀정,셀테나핀정,I005341,카페인 주의 자몽주스 주의,,"카페인,자몽 ",,,카페인,자몽
2.02E+12,소겐큐정,소겐큐정,I004695,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
2.02E+12,소겐큐정,소겐큐정,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
2.02E+12,속싹정,속싹정,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
2.02E+12,속엔큐정,속엔큐정,I001081,섬유질 ,섬유질 ,,섬유질,,,
2.02E+12,속크린에스정,속크린에스정,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
2.02E+12,속크린에프과립,속크린에프과립,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
2.02E+12,속편환,속편환,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
2.02E+12,솔루록센연질캡슐,솔루록센연질캡슐,I002472,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
2.02E+12,수벡스정,수벡스정,I002473,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
2.02E+12,슈락스골드장용정,슈락스골드장용정,I001081,섬유질 ,섬유질 ,,섬유질,,,
2.01E+12,스코나졸정,스코나졸정,I005051,자몽주스 주의,,자몽 ,,,,자몽
2.02E+12,스코폴정,스코폴정,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
2.02E+12,스토라베정10mg,스토라베정,I003460,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B  칼슘 ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
2.02E+12,스토메프라졸듀오정20/800mg,스토메프라졸듀오정,I001284,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B  칼슘 ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
2.02E+12,스토메프라졸듀오정20/800mg,스토메프라졸듀오정,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
2.01E+12,스파란겔,스파란겔,I005981,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
2.02E+12,스포디졸정100mg,스포디졸정,I005051,자몽주스 주의,,자몽 ,,,,자몽
2.02E+12,스포라녹스캡슐,스포라녹스캡슐,I005051,자몽주스 주의,,자몽 ,,,,자몽
2.02E+12,스포라진정,스포라진정,I005051,자몽주스 주의,,자몽 ,,,,자몽
2.01E+12,스포코라정,스포코라정,I005051,자몽주스 주의,,자몽 ,,,,자몽
2.02E+12,스포코졸캡슐100mg,스포코졸캡슐,I005051,자몽주스 주의,,자몽 ,,,,자몽
2.01E+12,스피록센연질캡슐,스피록센연질캡슐,I002472,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
2.02E+12,슬리나이토미니서방정1mg,슬리나이토미니서방정,I002095,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의 비타민 B 주의",,"카페인, 마늘, 생강, 인삼, 비타민B ",,,비타민B,"마늘, 생강, 인삼"
2.02E+12,시메탑정,시메탑정,I004695,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
2.02E+12,시메탑정,시메탑정,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
2.01E+12,시스로펜정(수출용),시스로펜정,I003460,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B  칼슘 ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
2.01E+12,시원나정,시원나정,I001934,"카페인 주의 마늘, 생강은 과량 섭취에 주의",,"카페인,마늘, 생강",,,카페인,"마늘, 생강"
2.02E+12,시이트라정100mg,시이트라정,I005051,자몽주스 주의,,자몽 ,,,,자몽
2.02E+12,시이트라캡슐100mg,시이트라캡슐,I005051,자몽주스 주의,,자몽 ,,,,자몽
2.02E+12,신신디펜쿨플라스타,신신디펜쿨플라스타,I005981,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
2.02E+12,신신디펜쿨하이드로카타플라스마,신신디펜쿨하이드로카타플라스마,I005981,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
2.02E+12,신신이트라코나졸정100mg,신신이트라코나졸정,I005051,자몽주스 주의,,자몽 ,,,,자몽
2.01E+12,신일겔정,신일겔정,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
2.02E+12,신일록소프로펜나트륨수화물정,신일록소프로펜나트륨수화물정,I001934,"카페인 주의 마늘, 생강은 과량 섭취에 주의",,"카페인,마늘, 생강",,,카페인,"마늘, 생강"
2.01E+12,신플랙스세미정(수출용),신플랙스세미정,I002472,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
2.01E+12,신플랙스세이프정500/20mg,신플랙스세이프정,I002472,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
2.01E+12,신플랙스세이프정500/20mg,신플랙스세이프정,I012399,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B  칼슘 ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
2.01E+12,신플랙스정,신플랙스정,I002472,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
2.02E+12,써스펜나이트시럽,써스펜나이트시럽,I002817,비타민 C 주의,,비타민C ,,,비타민C,
2.02E+12,씨디에스비산,씨디에스비산,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
2.01E+12,씨락정,씨락정,I001081,섬유질 ,섬유질 ,,섬유질,,,
2.02E+12,씨엠피비산,씨엠피비산,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
2.01E+12,씨코나졸정,씨코나졸정,I005051,자몽주스 주의,,자몽 ,,,,자몽
2.01E+12,씬지로신정(수출용),씬지로신정,I001866,"브로콜리, 순무, 콜리플라워 주의",,"브로콜리, 순무, 콜리플라워 ",,,,"브로콜리, 순무, 콜리플라워"
2.02E+12,씬지로이드정0.025mg,씬지로이드정,I001866,"브로콜리, 순무, 콜리플라워 주의",,"브로콜리, 순무, 콜리플라워 ",,,,"브로콜리, 순무, 콜리플라워"
2.01E+12,아나본정150mg,아나본정,I003795,칼슘/비타민 D ,"칼슘,비타민D ",,"칼슘,비타민D",,,
2.01E+12,아나본주,아나본주,I003795,칼슘/비타민 D ,"칼슘,비타민D ",,"칼슘,비타민D",,,
2.02E+12,아나빅스듀오캡슐,아나빅스듀오캡슐,I005933,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의 쏘팔메토, 비타민 E, 비타민 A, 녹차, 말차, 두유 섭취 주의",,"카페인, 마늘, 생강, 인삼, 쏘팔메토, 비타민E, 비타민A, 녹차, 말차, 두유  ",,,"카페인, 비타민E, 비타민A","마늘, 생강, 인삼, 쏘팔메토, 녹차, 말차, 두유"
2.02E+12,아나빅스듀오캡슐,아나빅스듀오캡슐,I000566,"마늘, 생강, 인삼, 은행엽 섭취 주의 비타민A ,E는 주의",,"마늘, 생강, 인삼, 비타민A ,비타민E ",,,"비타민A, 비타민E","마늘, 생강, 인삼"
2.01E+12,아나빅스정,아나빅스정,I000566,"마늘, 생강, 인삼, 은행엽 섭취 주의 비타민A ,E는 주의",,"마늘, 생강, 인삼, 비타민A ,비타민E ",,,"비타민A, 비타민E","마늘, 생강, 인삼"
2.02E+12,아나시드디정,아나시드디정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
2.02E+12,아나시드정,아나시드정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
2.02E+12,아나콕스캡슐100mg,아나콕스캡슐,I005957,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
2.02E+12,아나타정10mg,아나타정,I004369,자몽주스 주의,,자몽 ,,,,자몽
2.01E+12,아나탄플러스정,아나탄플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
2.02E+12,아나텔플러스정40/12.5mg,아나텔플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
2.02E+12,아나퍼지에이정5/160/10mg,아나퍼지에이정,I004369,자몽주스 주의,,자몽 ,,,,자몽
2.01E+12,아나포린점안액0.05%(1회용),아나포린점안액,I004681,칼륨 주의,,칼륨 ,,,칼륨,
2.02E+12,아나프라졸정20mg,아나프라졸정,I001284,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B  칼슘 ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
2.02E+12,아나프렌정,아나프렌정,I002473,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
2.02E+12,아나프로연질캡슐,아나프로연질캡슐,I002472,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
2.02E+12,아나프론정,아나프론정,I002473,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
2.01E+12,아나프제연질캡슐,아나프제연질캡슐,I002472,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
2.02E+12,아나플루캡슐75mg,아나플루캡슐,I002719,자몽주스 주의,,자몽 ,,,,자몽
2.02E+12,아나플루현탁용분말6mg/mL(50mL),아나플루현탁용분말,I002719,자몽주스 주의,,자몽 ,,,,자몽
2.01E+12,아나피린장용정100mg,아나피린장용정,I005933,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의 쏘팔메토, 비타민 E, 비타민 A, 녹차, 말차, 두유 섭취 주의",,"카페인, 마늘, 생강, 인삼, 쏘팔메토, 비타민E, 비타민A, 녹차, 말차, 두유  ",,,"카페인, 비타민E, 비타민A","마늘, 생강, 인삼, 쏘팔메토, 녹차, 말차, 두유"
2.02E+12,아날라프연질캡슐,아날라프연질캡슐,I002472,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
2.02E+12,아로나민실버프리미엄정,아로나민실버프리미엄정,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
2.02E+12,아로나민씨플러스미니정,아로나민씨플러스미니정,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
2.02E+12,아로나민케어디엠정,아로나민케어디엠정,I005713,지방 ,지방 ,,지방,,,
2.02E+12,아로나민케어리피정,아로나민케어리피정,I005713,지방 ,지방 ,,지방,,,
2.02E+12,아로나민케어리피정,아로나민케어리피정,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
2.02E+12,아로나민케어에이치티정,아로나민케어에이치티정,I005713,지방 ,지방 ,,지방,,,
2.02E+12,아로나민케어콤플렉스정,아로나민케어콤플렉스정,I005713,지방 ,지방 ,,지방,,,
2.02E+12,아로나민케어콤플렉스정,아로나민케어콤플렉스정,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
2.02E+12,아록핀정60mg,아록핀정,I001934,"카페인 주의 마늘, 생강은 과량 섭취에 주의",,"카페인,마늘, 생강",,,카페인,"마늘, 생강"
2.02E+12,아론드정,아론드정,I004075,칼슘/비타민 D ,"칼슘,비타민D ",,"칼슘,비타민D",,,
2.01E+12,아모클정(수출용),아모클정,I003203,고지방 주의,,지방 ,,,지방,
2.02E+12,아목크라주0.6g,아목크라주,I003203,고지방 주의,,지방 ,,,지방,
2.01E+12,아미카본정,아미카본정,I003795,칼슘/비타민 D ,"칼슘,비타민D ",,"칼슘,비타민D",,,
2.01E+12,아미카본주,아미카본주,I003795,칼슘/비타민 D ,"칼슘,비타민D ",,"칼슘,비타민D",,,
2.02E+12,아베졸정10mg,아베졸정,I003460,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B  칼슘 ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
2.02E+12,아스라스정,아스라스정,I001934,"카페인 주의 마늘, 생강은 과량 섭취에 주의",,"카페인,마늘, 생강",,,카페인,"마늘, 생강"
2.02E+12,아이크롱츄어블정,아이크롱츄어블정,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
2.01E+12,아이트라정,아이트라정,I005051,자몽주스 주의,,자몽 ,,,,자몽
2.01E+12,아일로정,아일로정,I005051,자몽주스 주의,,자몽 ,,,,자몽
2.01E+12,아주록손정,아주록손정,I001934,"카페인 주의 마늘, 생강은 과량 섭취에 주의",,"카페인,마늘, 생강",,,카페인,"마늘, 생강"
2.01E+12,아토믹스큐플러스연질캡슐,아토믹스큐플러스연질캡슐,I005713,지방 ,지방 ,,지방,,,
2.01E+12,아토믹스큐플러스연질캡슐,아토믹스큐플러스연질캡슐,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
2.02E+12,아트졸정,아트졸정,I005051,자몽주스 주의,,자몽 ,,,,자몽
2.02E+12,아프머스엘플라스타,아프머스엘플라스타,I005981,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
2.02E+12,안국뉴팜에스오플러스정20/800mg,안국뉴팜에스오플러스정,I001284,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B  칼슘 ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
2.02E+12,안국뉴팜에스오플러스정20/800mg,안국뉴팜에스오플러스정,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
2.02E+12,안국리나듀오정2.5/1000mg,안국리나듀오정,I002178,"고탄수화물 식품 섭취 주의 녹차, 아스파라거스 추출물, 민들레 등 천연 이뇨제 주의 비타민 B ",비타민B ,"탄수화물, 아스파라거스, 천연 이뇨제 ",비타민B,,탄수화물,"아스파라거스, 토마토, 수박, 오이, 비트, 당근, 포도, 양상추, 가지, 셀러리, 오트밀, 파슬리"
2.02E+12,안국알렌드론산플러스디정,안국알렌드론산플러스디정,I004075,칼슘/비타민 D ,"칼슘,비타민D ",,"칼슘,비타민D",,,
2.02E+12,안티팡크림,안티팡크림,I005341,카페인 주의 자몽주스 주의,,"카페인,자몽 ",,,카페인,자몽
