Unnamed: 0,dcode,dname,extracted,ingd_code,merged_contents,권장,주의,권장영양소,권장식재료,주의영양소,주의식재료
28783,2.02E+12,아이빅사정,아이빅사정,I002103,"밀가루, 계란, 생선, 육류 주의",,"밀가루, 계란, 생선, 육류 ",,,,"밀가루, 계란, 생선, 돼지고기"
28787,A11AKP08G3316,아이살탄플러스정150/12.5mg,아이살탄플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
28790,2.02E+12,아이세틴캡슐10mg,아이세틴캡슐,I001556,카페인 주의,,카페인 ,,,카페인,
28794,2.02E+12,아이셀콕캡슐100mg,아이셀콕캡슐,I005957,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
28803,2.02E+12,아이소펜시럽,아이소펜시럽,I000841,"카페인 주의 마늘, 생강은 과량 섭취에 주의",,"카페인,마늘, 생강",,,카페인,"마늘, 생강"
28804,A11AKP08A0093,아이소펜정,아이소펜정,I000841,"카페인 주의 마늘, 생강은 과량 섭취에 주의",,"카페인,마늘, 생강",,,카페인,"마늘, 생강"
28811,2.02E+12,아이스피린장용정,아이스피린장용정,I005933,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의 쏘팔메토, 비타민 E, 비타민 A, 녹차, 말차, 두유 섭취 주의",,"카페인, 마늘, 생강, 인삼, 쏘팔메토, 비타민E, 비타민A, 녹차, 말차, 두유  ",,,"카페인, 비타민E, 비타민A","마늘, 생강, 인삼, 쏘팔메토, 녹차, 말차, 두유"
28902,A11AKP08G3448,아이자탄플러스정,아이자탄플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
28906,2.02E+12,아이커비스점안액0.1%(1회용),아이커비스점안액,I004681,칼륨 주의,,칼륨 ,,,칼륨,
28917,A11AKP08B0161,아이큐텐연질캡슐,아이큐텐연질캡슐,I005713,지방 ,지방 ,,지방,,,
28918,2.02E+12,아이클로정,아이클로정,I000566,"마늘, 생강, 인삼, 은행엽 섭취 주의 비타민A ,E는 주의",,"마늘, 생강, 인삼, 비타민A ,비타민E ",,,"비타민A, 비타민E","마늘, 생강, 인삼"
28925,2.02E+12,아이티딘캡슐150mg,아이티딘캡슐,I002592,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
28934,2.01E+12,아이포린점안액0.05%(1회용),아이포린점안액,I004681,칼륨 주의,,칼륨 ,,,칼륨,
28939,A11AKP08K0104,아이프로펜에프시럽,아이프로펜에프시럽,I004865,"카페인 주의 마늘, 생강은 과량 섭취에 주의",,"카페인,마늘, 생강",,,카페인,"마늘, 생강"
28963,A11APPPPP0320,아제르탄플러스에프정,아제르탄플러스에프정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
28973,A11A0560A0067,아주디곡신주사액,아주디곡신주사액,I000946,"식이섬유 주의 감초뿌리 주의 칼륨, 마그네슘, 칼슘 ","칼륨, 마그네슘, 칼슘 ",섬유질  ,"칼륨, 마그네슘, 칼슘",,섬유질,
28985,2.02E+12,아주시프로플록사신정250mg,아주시프로플록사신정,I000494,카페인 주의,,카페인 ,,,카페인,
28986,A11AGGGGA3363,아주시프로플록사신주200mg,아주시프로플록사신주,I000494,카페인 주의,,카페인 ,,,카페인,
29004,2.02E+12,아카에정,아카에정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29005,2.01E+12,아카펜에스정,아카펜에스정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29006,2.02E+12,아카펜정,아카펜정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29037,A11AKP08G3328,아크리돈정,아크리돈정,I004632,"칼슘, 비타민 D 주의",,"칼슘, 비타민D ",,,"칼슘, 비타민D",
29040,2.01E+12,아크린연질캡슐(수출용),아크린연질캡슐,I005045,고지방음식 섭취 ,지방  ,,지방,,,
29043,2.02E+12,아크클리어크림,아크클리어크림,I012721,"카페인 주의 마늘, 생강은 과량 섭취에 주의",,"카페인,마늘, 생강",,,카페인,"마늘, 생강"
29045,2.02E+12,아클로린캡슐,아클로린캡슐,I005933,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의 쏘팔메토, 비타민 E, 비타민 A, 녹차, 말차, 두유 섭취 주의",,"카페인, 마늘, 생강, 인삼, 쏘팔메토, 비타민E, 비타민A, 녹차, 말차, 두유  ",,,"카페인, 비타민E, 비타민A","마늘, 생강, 인삼, 쏘팔메토, 녹차, 말차, 두유"
29045,2.02E+12,아클로린캡슐,아클로린캡슐,I000566,"마늘, 생강, 인삼, 은행엽 섭취 주의 비타민A ,E는 주의",,"마늘, 생강, 인삼, 비타민A ,비타민E ",,,"비타민A, 비타민E","마늘, 생강, 인삼"
29048,A11AKP08D0145,아클린정,아클린정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29051,A11A0560B0077,아키놀연질캡슐,아키놀연질캡슐,I005045,고지방음식 섭취 ,지방  ,,지방,,,
29060,A11ALLLLL0033,아타칸플러스정16/12.5mg,아타칸플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29069,A11AJJJJJ0295,아테논정,아테논정,I004632,"칼슘, 비타민 D 주의",,"칼슘, 비타민D ",,,"칼슘, 비타민D",
29073,A11AJJJJJ0572,아테로정,아테로정,I004632,"칼슘, 비타민 D 주의",,"칼슘, 비타민D ",,,"칼슘, 비타민D",
29075,A11AKKKKK0099,아테론정(수출용),아테론정,I004632,"칼슘, 비타민 D 주의",,"칼슘, 비타민D ",,,"칼슘, 비타민D",
29080,A11A1330B0066,아테클로정,아테클로정,I004632,"칼슘, 비타민 D 주의",,"칼슘, 비타민D ",,,"칼슘, 비타민D",
29094,A11APPPPP1318,아토스정15mg,아토스정,I003047,"고탄수화물 식품 섭취 주의 녹차, 아스파라거스 추출물, 민들레 등 천연 이뇨제 주의",,"탄수화물,녹차, 아스파라거스, 천연 이뇨제 ",,,탄수화물,"녹차, 아스파라거스, 토마토, 수박, 오이, 비트, 당근, 포도, 양상추, 가지, 셀러리, 오트밀, 파슬리"
29099,A11ACCCCC0165,아톨민에스정,아톨민에스정,I004632,"칼슘, 비타민 D 주의",,"칼슘, 비타민D ",,,"칼슘, 비타민D",
29110,2.01E+12,아트크렐정,아트크렐정,I000566,"마늘, 생강, 인삼, 은행엽 섭취 주의 비타민A ,E는 주의",,"마늘, 생강, 인삼, 비타민A ,비타민E ",,,"비타민A, 비타민E","마늘, 생강, 인삼"
29115,2.02E+12,아트펜주,아트펜주,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29117,2.01E+12,아티레부정150/12.5mg(수출용),아티레부정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29118,2.02E+12,아티벡스겔,아티벡스겔,I005979,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
29119,2.02E+12,아티시정,아티시정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29133,2.01E+12,아페린씨정,아페린씨정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29134,A11AOOOOO5338,아페린정,아페린정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29139,2.02E+12,아페인큐정,아페인큐정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29155,2.01E+12,아포민정,아포민정,I002178,"고탄수화물 식품 섭취 주의 녹차, 아스파라거스 추출물, 민들레 등 천연 이뇨제 주의 비타민 B ",비타민B ,"탄수화물, 아스파라거스, 천연 이뇨제 ",비타민B,,탄수화물,"아스파라거스, 토마토, 수박, 오이, 비트, 당근, 포도, 양상추, 가지, 셀러리, 오트밀, 파슬리"
29159,2.02E+12,아푸로펜정,아푸로펜정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29161,2.02E+12,아프니벤큐액,아프니벤큐액,I005978,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
29163,A11AOOOOO2443,아프렉신정(수출용),아프렉신정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29167,2.02E+12,아프모겐큐인후스프레이,아프모겐큐인후스프레이,I005978,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
29168,2.02E+12,아프소겐정,아프소겐정,I001401,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
29173,2.02E+12,아플록큐점안액(5mL),아플록큐점안액,I001852,카페인 주의,,카페인 ,,,카페인,
29175,2.01E+12,아피니토정10mg,아피니토정,I001387,고지방 주의 자몽주스 주의,,"지방,자몽 ",,,지방,자몽
29180,2.01E+12,아피콜드정(수출용),아피콜드정,I003385,카페인 주의,,카페인 ,,,카페인,
29208,2.02E+12,안국텔미정40/12.5mg,안국텔미정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29212,A11AJJJJJ0657,안테비놀에프정,안테비놀에프정,I004632,"칼슘, 비타민 D 주의",,"칼슘, 비타민D ",,,"칼슘, 비타민D",
29236,A11AMMMMM3060,알사펜정(수출용),알사펜정,I004865,"카페인 주의 마늘, 생강은 과량 섭취에 주의",,"카페인,마늘, 생강",,,카페인,"마늘, 생강"
29246,A11A0950A0139,알타질주,알타질주,I001950,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의 쏘팔메토, 비타민 E, 비타민 A, 녹차, 말차, 두유 섭취 주의",,"카페인, 마늘, 생강, 인삼, 쏘팔메토, 비타민E, 비타민A, 녹차, 말차, 두유  ",,,"카페인, 비타민E, 비타민A","마늘, 생강, 인삼, 쏘팔메토, 녹차, 말차, 두유"
29247,A11A2350B0232,알파아세트아미노펜정500mg,알파아세트아미노펜정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29255,2.01E+12,알피린장용정,알피린장용정,I005933,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의 쏘팔메토, 비타민 E, 비타민 A, 녹차, 말차, 두유 섭취 주의",,"카페인, 마늘, 생강, 인삼, 쏘팔메토, 비타민E, 비타민A, 녹차, 말차, 두유  ",,,"카페인, 비타민E, 비타민A","마늘, 생강, 인삼, 쏘팔메토, 녹차, 말차, 두유"
29256,2.01E+12,알피클로피아정,알피클로피아정,I000566,"마늘, 생강, 인삼, 은행엽 섭취 주의 비타민A ,E는 주의",,"마늘, 생강, 인삼, 비타민A ,비타민E ",,,"비타민A, 비타민E","마늘, 생강, 인삼"
29261,2.02E+12,암로비카에이치씨티정10/40/12.5mg,암로비카에이치씨티정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29266,2.01E+12,암씨롱큐정,암씨롱큐정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29276,2.02E+12,애피단정,애피단정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29280,A11APPPPP1331,액토디아정15mg,액토디아정,I003047,"고탄수화물 식품 섭취 주의 녹차, 아스파라거스 추출물, 민들레 등 천연 이뇨제 주의",,"탄수화물,녹차, 아스파라거스, 천연 이뇨제 ",,,탄수화물,"녹차, 아스파라거스, 토마토, 수박, 오이, 비트, 당근, 포도, 양상추, 가지, 셀러리, 오트밀, 파슬리"
29290,A11A0540A0324,어린이용타스펜정160mg,어린이용타스펜정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29291,A11A4380A0042,어린이용타이레놀정80mg,어린이용타이레놀정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29292,2.02E+12,어린이타이레놀산160mg,어린이타이레놀산,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29293,2.02E+12,어린이타이레놀현탁액,어린이타이레놀현탁액,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29297,A11AKP08G0143,에너큐텐연질캡슐,에너큐텐연질캡슐,I005713,지방 ,지방 ,,지방,,,
29307,2.02E+12,에리카정,에리카정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29313,2.02E+12,에모젠정,에모젠정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29314,2.01E+12,에모펜씨정,에모펜씨정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29316,2.02E+12,에빅시아정10mg,에빅시아정,I002103,"밀가루, 계란, 생선, 육류 주의",,"밀가루, 계란, 생선, 육류 ",,,,"밀가루, 계란, 생선, 돼지고기"
29326,2.02E+12,에스빌아세트연질캡슐,에스빌아세트연질캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29330,2.01E+12,에스올플러스정,에스올플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29332,2.02E+12,에스카에이치씨티정10/40/12.5mg,에스카에이치씨티정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29335,A11APPPPP0321,에스케이코스카플러스에프정,에스케이코스카플러스에프정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29336,A11APPPPP0305,에스케이코스카플러스정,에스케이코스카플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29337,2.01E+12,에스케이코스카플러스프로정,에스케이코스카플러스프로정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29342,2.02E+12,에스페낙베타주,에스페낙베타주,I007312,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
29343,2.02E+12,에스피린장용정100mg,에스피린장용정,I005933,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의 쏘팔메토, 비타민 E, 비타민 A, 녹차, 말차, 두유 섭취 주의",,"카페인, 마늘, 생강, 인삼, 쏘팔메토, 비타민E, 비타민A, 녹차, 말차, 두유  ",,,"카페인, 비타민E, 비타민A","마늘, 생강, 인삼, 쏘팔메토, 녹차, 말차, 두유"
29368,2.01E+12,에이스린장용정,에이스린장용정,I005933,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의 쏘팔메토, 비타민 E, 비타민 A, 녹차, 말차, 두유 섭취 주의",,"카페인, 마늘, 생강, 인삼, 쏘팔메토, 비타민E, 비타민A, 녹차, 말차, 두유  ",,,"카페인, 비타민E, 비타민A","마늘, 생강, 인삼, 쏘팔메토, 녹차, 말차, 두유"
29374,2.01E+12,에이알비에스디정,에이알비에스디정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29375,2.01E+12,에이에스피장용정100mg,에이에스피장용정,I005933,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의 쏘팔메토, 비타민 E, 비타민 A, 녹차, 말차, 두유 섭취 주의",,"카페인, 마늘, 생강, 인삼, 쏘팔메토, 비타민E, 비타민A, 녹차, 말차, 두유  ",,,"카페인, 비타민E, 비타민A","마늘, 생강, 인삼, 쏘팔메토, 녹차, 말차, 두유"
29380,2.02E+12,에이치코프연질캡슐,에이치코프연질캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29395,2.01E+12,에카린에이정,에카린에이정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29396,2.01E+12,에카맥정,에카맥정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29397,ikkkbouykxgeq,에카민씨정,에카민씨정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29398,2.02E+12,에카세트정,에카세트정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29399,A11AOOOOO9248,에카씬정,에카씬정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29400,2.02E+12,에카에스정,에카에스정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29401,y0vova7ghw5bx,에카펜씨정,에카펜씨정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29411,2.02E+12,에페젠정,에페젠정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29412,2.02E+12,에페카인정,에페카인정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29413,2.02E+12,에페카정,에페카정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29415,2.02E+12,에페프리정,에페프리정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29418,A11AKP08G4686,엑스반플러스정160/12.5mg,엑스반플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29423,2.02E+12,엑스코프디시럽,엑스코프디시럽,I003385,카페인 주의,,카페인 ,,,카페인,
29428,2.02E+12,엑쎈코프에스연질캡슐,엑쎈코프에스연질캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29430,2.02E+12,엔디코프캡슐,엔디코프캡슐,I003385,카페인 주의,,카페인 ,,,카페인,
29430,2.02E+12,엔디코프캡슐,엔디코프캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29431,2.02E+12,엔디콜정,엔디콜정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29432,2.02E+12,엔디콜플러스정,엔디콜플러스정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29433,2.02E+12,엔디펜정,엔디펜정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29434,2.02E+12,엔비펜정,엔비펜정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29438,A11AMMMMM2572,엔시드8시간이알서방정650mg,엔시드,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29444,2.02E+12,엔티로자탄플러스에프정,엔티로자탄플러스에프정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29445,2.02E+12,엔티로자탄플러스정,엔티로자탄플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29447,2.01E+12,엔티콜정(수출용),엔티콜정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29448,2.02E+12,엔티텔미플러스정40/12.5mg,엔티텔미플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29470,2.02E+12,엘살탄플러스정,엘살탄플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29474,2.02E+12,엘씨비탐미정,엘씨비탐미정,I005713,지방 ,지방 ,,지방,,,
29483,2.02E+12,엘카민정,엘카민정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29490,A11AMMMMM2644,엘프로정,엘프로정,I004865,"카페인 주의 마늘, 생강은 과량 섭취에 주의",,"카페인,마늘, 생강",,,카페인,"마늘, 생강"
29493,2.02E+12,엠비카에이치씨티정10/40/12.5mg,엠비카에이치씨티정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29500,A11AOOOOO2442,엠피스정,엠피스정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29501,2.01E+12,영일아스피린장용정100mg,영일아스피린장용정,I005933,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의 쏘팔메토, 비타민 E, 비타민 A, 녹차, 말차, 두유 섭취 주의",,"카페인, 마늘, 생강, 인삼, 쏘팔메토, 비타민E, 비타민A, 녹차, 말차, 두유  ",,,"카페인, 비타민E, 비타민A","마늘, 생강, 인삼, 쏘팔메토, 녹차, 말차, 두유"
29506,2.01E+12,영진세프디니르무수물세립10%(소아용)(수출용),영진세프디니르무수물세립,I000403,철분과 함께 복용 주의,,철분  ,,,철,
29507,2.01E+12,영진세프디토렌피복실세립10%(소아용)(수출용),영진세프디토렌피복실세립,I000404,고지방 ,지방 ,,지방,,,
29508,2.02E+12,영진아미노펜연질캡슐325mg,영진아미노펜연질캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29509,A11AMMMMM1653,영진아스피린장용정,영진아스피린장용정,I005933,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의 쏘팔메토, 비타민 E, 비타민 A, 녹차, 말차, 두유 섭취 주의",,"카페인, 마늘, 생강, 인삼, 쏘팔메토, 비타민E, 비타민A, 녹차, 말차, 두유  ",,,"카페인, 비타민E, 비타민A","마늘, 생강, 인삼, 쏘팔메토, 녹차, 말차, 두유"
29518,2.02E+12,오로비카에이치씨티정10/40/12.5mg,오로비카에이치씨티정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29521,2.02E+12,오로텐션에이치씨티정10/40/12.5mg,오로텐션에이치씨티정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29527,2.01E+12,오르메탄플러스정20/12.5mg,오르메탄플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29531,2.01E+12,오메조탄플러스정,오메조탄플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29532,2.01E+12,오메코프에스캡슐,오메코프에스캡슐,I003385,카페인 주의,,카페인 ,,,카페인,
29532,2.01E+12,오메코프에스캡슐,오메코프에스캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29533,2.01E+12,오메탄플러스정20/12.5mg,오메탄플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29536,A11ADDDDD0577,오스베타주2mL,오스베타주,I007312,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
29538,2.02E+12,오스코반플러스정160/12.5mg,오스코반플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29540,2.02E+12,오스타렌에프주,오스타렌에프주,I007312,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
29549,A11AGGGGA0638,오시돈정,오시돈정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29550,A11AKP08A0397,오잘탄플러스정100/12.5mg,오잘탄플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29556,2.02E+12,오코스탄플러스에프정(수출용),오코스탄플러스에프정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29557,2.02E+12,오코스탄플러스정(수출용),오코스탄플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29560,2.02E+12,오프콜드연질캡슐(수출용),오프콜드연질캡슐,I003385,카페인 주의,,카페인 ,,,카페인,
29560,2.02E+12,오프콜드연질캡슐(수출용),오프콜드연질캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
29568,2.01E+12,올고탄플러스정20/12.5mg,올고탄플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29569,2.02E+12,올디피정10/40/12.5mg,올디피정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29572,2.02E+12,올딥에이치씨티정10/40/12.5mg,올딥에이치씨티정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29575,2.01E+12,올레텐플러스정,올레텐플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29576,2.01E+12,올레플러스정,올레플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29577,2.02E+12,올로디핀에이치씨티정10/40/12.5mg,올로디핀에이치씨티정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29581,2.02E+12,올메디카에이치씨티정10/40/12.5mg,올메디카에이치씨티정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29584,2.02E+12,올메디퀄에이치씨티정 5/20/12.5mg,올메디퀄에이치씨티정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29587,2.02E+12,올메딜에이치씨티정10/40/12.5mg,올메딜에이치씨티정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29590,2.02E+12,올메로핀에이치씨티정10/40/12.5mg,올메로핀에이치씨티정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29593,2.01E+12,올메론플러스정20/12.5mg,올메론플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29594,2.01E+12,올메린플러스정,올메린플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29595,2.02E+12,올메살핀에이치씨티정10/40/12.5mg,올메살핀에이치씨티정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29598,2.01E+12,올메세틸엠플러스정20/12.5mg,올메세틸엠플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29599,2.01E+12,올메액트플러스정20/12.5mg,올메액트플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29600,2.01E+12,올메자이드정20/12.5mg,올메자이드정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29601,2.01E+12,올메잘탄플러스정,올메잘탄플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29602,A11AOOOOO7592,올메텍플러스정20/12.5mg,올메텍플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29603,2.01E+12,올메팜플러스정20/12.5mg,올메팜플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29604,2.01E+12,올메히드플러스정20/12.5mg,올메히드플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29605,2.02E+12,올멕포스에이치정10/40/12.5mg,올멕포스에이치정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29608,2.01E+12,올멕플러스정20/12.5mg,올멕플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29609,2.01E+12,올모스플러스정20/12.5mg(수출용),올모스플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29610,2.01E+12,올사텐플러스정20/12.5mg,올사텐플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29611,2.01E+12,올살탄플러스정20/12.5mg,올살탄플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29612,2.02E+12,올세비탄에이치씨티정10/40/12.5mg,올세비탄에이치씨티정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29615,2.02E+12,올스카에이치씨티정10/40/12.5mg,올스카에이치씨티정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29618,2.01E+12,올스텍플러스정20/12.5mg,올스텍플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29619,2.01E+12,올위너플러스정,올위너플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
29622,2.01E+12,올타맥스플러스정20/12.5mg,올타맥스플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
